	en	yor	mt0
1409	--- COVID 19: another twenty four (24) people were tested positive in Nigeria.	--- COVID-19: Àwọn ènìyàn mẹ́rìnlélógún (24) mìíràn tún jẹyọ lórílẹ̀ èdè Nàìjíríà	<pad> COVID-19: 24 new cases confirmed in Nigeria</s>
1410	Another twenty-four (24) people were tested positive for corona virus (COVID 19) in Nigeria this made the total of infected people to be one thousand, nine hundred and thirty-two (1932) when three hundred and nineteen (319) have been discharged, and fifty-eight (58) are dead. The Nigeria centre for disease control (NCDC) announced this on their twitter handle @NCDC.gov.	Àwọn ènìyàn mẹ́rìlélógún (24) mìíràn tún ti jẹyọ tí wọ́n ní ààrùn Corona (COVID 19) lórílé̩èdè Nàìjíríà, èyí tó jẹ́ kí iye àwọn tó ní ààrùn Corona jẹ́ o̩gbò̩nlélé̩è̩dé̩gbàá lé méjì (1932), nígbà tí àwọn ènìyàn bí mọ́kàndínlógúnlélọ́ọ̀dúnrún (319) ti gba ìwòsàn, tí àwọn ènìyàn méjìdínlọ́gọ́ta (58) sì ti jẹ́ Ọlọ́run nípè. Àjọ tó ń gbógun ti àjàkálẹ̀ aàrùn ti Nàìjíríà (NCDC) ló kéde yìí lórí ẹ̀rọ Twitter wọn, @NCDC. gov.	<pad> 24 more people have been confirmed to have coronavirus in Nigeria, bringing the total number of cases to 1832, while 319 people have been treated and 58 people have died. The National Center for Disease Control (NCDC) announced this on their Twitter account @NCDC.gov.</s>
1411	--- COVID 19 : We have received some news about the happening in Kano – Dr. Osagie	--- COVID-19: A ti gba ìròyìn díẹ̀ lórí ìṣẹ̀lẹ̀ ní Kánò- Dókítà Osagie	<pad> COVID-19: We have received few information about the situation in Kano- Dr. Osagie</s>
1412	The Minister for health in Nigeria Dr. Osagie Ehanire has said they have received some news on the happening in Kano state.	Mínísítà fún ètò ìlera ti Nàìjíríà, Dókítà Osagie Ehanire ti ní àwọn ri ìròyìn díẹ̀ gbà nípa ìṣẹ̀lẹ̀ onírúurú ní ìpínlẹ̀ Kánò.	<pad> The Minister for Health of Nigeria, Dr. Osagie Ehanire has said that they have received few information about the ongoing violence in Kano state.</s>
1413	The minister said this in a daily interview of the federal Government in charge of fighting against COVID 19 with journalist in Abuja.	Mínísítà sọ̀rọ̀ yìí lásìkò ètò ìfọ̀rọ̀wánilẹ́nuwò ojoojúmó tí ìgbìmọ̀ ìjọba àpapọ̀ tó ń mójútó gbígbógun ti aàrùn COVID-19 ń ṣe pẹ̀lú àwọn akọ̣̣̣̣̣̀ròyìn nílùú Àbújá.	<pad> The minister said this during the daily press conference of the government's inter-ministerial committee on the management of the COVID-19 outbreak in Abuja.</s>
1414	He continued that they are expecting the news about the sudden death in Kano state, and this help them to take step of providing the instrument, the professionals and the training to help stop COVID- 19 in Kano state.	Ó tún tẹ̀síwájú pé àwọ̣n ṣí ń retí gbogbo ìròyìn nípa ìṣẹ̣̀lẹ̀ ikú òjijì tó wáyé ní ìpínlẹ̣̀ Kánò, eléyìí yóò ràn ìgbéṣẹ̀ pípèsè ètò ìrànwọ́  ìrìnsẹ̀ , àwọn  onímọ̀ àti ètò ẹ̣̀kọ́ tí wọn yóò  fún ìpínlẹ̀ Kánò láti dẹ́kun aàrùn  COVID-19.	<pad> He added that they were still awaiting all information about the deaths in Kano state, which will help the agency to provide travel support, specialists and education to Kano state to fight COVID-19.</s>
1415	Dr Ehanire, now appealed health workers to follow the line of programmes to protect themselves always so that they will not be infected by COVID -19 or endanger themselves.	Dókítà Ehanire , wá rọ̣ àwọ̣n òṣìṣẹ̣́ ètò ìlera làti maa tẹ̀ḷé ètò ìlànà láti dáàbò bò ara wọn nígbà gbogbo  kí wọ̣n máa bàa lùgbàdì aàrùn COVID-19 tàbí fi ara wọ̣n sínú ewu.	<pad> Dr. Ehanire urged health workers to follow the protocols to protect themselves from COVID-19 or put themselves at risk.</s>
1416	--- Nigeria confirms 204 cases of COVID-19	--- Nàìjíríà ṣàwárí àwọn alárùn COVID-19 mé̩rìnlélúgba	<pad> Nigeria has confirmed a total of 714 cases of COVID-19</s>
1417	Nigeria has recorded 204 cases of the novel Coronavirus known as COVID-19, bringing the total number of the confirmed cases to 1932.	Nàìjíríà ti ní àkosílẹ̀ ènìyàn mẹ́rìnlélúgba tí wọ́n ní ààrun kòrónà tí a mọ̀ sí COVID – 19, èyí tó mú gbogbo akárùn náà jé̩ o̩gbò̩nlélé̩è̩dé̩gbàá lé méjì (1932).	<pad> Nigeria has recorded a total of twenty-five cases of coronavirus disease, COVID-19, since the outbreak began in March 1932.</s>
1418	There are 319 Discharged and 58 Deaths.	Okòóléló̩ò̩dúnrún dín ò̩kan (319) gba ìwòsàn, méjìdínlọ́gọ́ta sì kú.	<pad> Around 300 people have been diagnosed with the disease, and 24 have died.</s>
1419	On its official Twitter handle @NCDCgov, the Nigeria Centre for Disease Control, NCDC, showed the breakdown of the new cases;	Àjo̩ a-gbógun-ti-àjàkálẹ̀-ààrun ti Nàìjíríà (NCDC) ló so̩ èyí lórí ẹ̀rọ abẹ́yẹfò @NCCDCgov;	<pad> The Nigerian Center for Disease Control (NCDC) tweeted this on its Twitter account @NCCDCgov.</s>
1420	204 new cases of #COVID19 reported;	Alárùn COVID-19 mé̩rìnlélúgba ti farahàn;	<pad> Around 200,000 people have been diagnosed with COVID-19</s>
1421	80-Kano 45-Lagos 12-Gombe 9-Bauchi 9-Sokoto 7-Borno 7-Edo 6-Rivers 6-Ogun 4-FCT 4-Akwa Ibom 4-Bayelsa 3-Kaduna 2-Oyo 2-Delta 2-Nasarawa 1-Ondo 1-Kebbi 11:50pm 30th April- 1932 confirmed cases of #COVID19 in Nigeria  Discharged.	Ọgọ́rin-Kano, márùndínláàdọ́ta-Èkó, méjìlá-Gombe, mẹ̩́sàn-án-Bauchi, mé̩sàn-án-Sokoto, méje-Borno, méje-Edo, méfà-Rivers, méfà-Ògùn, mẹ́rin-Àbújá, mẹ́rin-Akwa Ibom, mẹ́rin-Bayelsa, mẹ́ta-Kaduna, méjì-Òyó, méjì-Delta, méjì-Nasarawa, Ò̩kan-Òǹdó, Ò̩kan-Kebbi.  Ní agogo méjìlá ku ìṣéjú mẹ́wàá, ọgbọ̀n ọjo oṣú igbe – 1932 alárùn Covid-19 farahàn ní Nàìjíríà.	<pad> twenty-one Kano, eighteen Eko, twelve Gombe, six Bauchi, six Sokoto, seven Borno, seven Edo, five Rivers, five Ogun, four Abuja, four Bayelsa, four Kaduna, three Oyo, three Delta, three Nasarawa, two Kebbi. As of 12:00pm on 30 June – 1932 Covid-19 cases in Nigeria.</s>
1422	--- COVID-19: Ministerial Task Team on Kano submits interim report	--- COVID-19: Ikò̩ òṣìṣé mínísítà ti Kano s̩àgbékalè̩ ìròyìn gbà-á-gbè̩	<pad> COVID-19: Òṣìṣẹ́ àjọ Kano s̩àgbékalè̩ ìròyìn gbà-á-gbè̩</s>
1423	The Ministerial Task Team on fact-finding mission to Kano has submitted an interim report to the Federal Ministry of Health, on the needs, strengths and weaknesses of the Kano response system.	Ikò̩ ọ̀ṣìṣẹ́ mínísítà lóri is̩é̩ ìwádìí sí Kano, ti s̩e àgbékalè̩ ìròyìn gbà-á-gbè̩  fun ilé-iṣẹ́ ìjọba àpapọ̀ ti ìlera, lórí ìdí, okun àti àìlera ọ̀nà tí ìpínlẹ̀ Kano ṣe ń dáhùn.	<pad> The Ministry of Energy, the National Power Corporation, has published a report on the water, sea and road infrastructures that Kano state is responding to.</s>
1424	The Minister of Health, Dr Osagie Ehanire said this at the daily joint press briefing by the Presidential Task Force on Covid-19, in Abuja, Nigeria.	Mínísítà fún ìlera, Dókítà Osagie Ehanire sò̩yí nínú ìpàdé àpapọ̀ pẹ̀lú àwọn oníròyìn èyí tí ìgbìmọ̀ ìjọba àpapọ tó ń mójútó COVID-19 ní Àbújá ṣe.	<pad> The Health Minister, Dr. Osagie Ehanire, said this in a press conference held by the Abuja-based intergovernmental task force on COVID-19.</s>
1425	He said while the Ministry awaits a full report, the interim report will be a guide in supporting Kano State COVID-19 Task force with necessary material, training and human resources.	Ó ní bí ilé-iṣé ìjọba àpapọ s̩e ń retí ìròyìn kíkún, ìròyìn gbà-á-bè̩ yìí yóò jẹ́ ató̩nà nínú ìrànwọ́ fún ikò̩ agbógunti Covid-19 ti Kano pèlú èròja to ye̩, ìdánilé̩kò̩ó̩ àti àwo̩n ènìyàn araniló̩wó̩.	<pad> As the Ministry of Health hopes for more information, this report will be a major step in helping Kano fight Covid-19 with enthusiasm, commitment and unity.</s>
1426	“They will include assembling and dispatching a technical team from FMOH and virus Infectious disease specialists from Irrua Specialist hospital to join a technical team from Lagos Ministry of Health that is already on ground in Kano at the request of the Governor of Kano State” he said.	“ Lára àwọn ohun ìrànwọ́ ni  kíkó àti rírán àwọn ẹgbẹ́ onímọ̀  láti FMOH àti àwọn onímọ̀ nípa kòkòrò ààrùn láti ilé-ìwòsàn Irrua Specialist Hospital láti darapọ̀ mọ́ ẹgbẹ́ onímọ̀ ilé-iṣẹ́ ètò ìlera ní ìpínlẹ̀ Èkó  tí ó ti ń ṣiṣẹ́ ní ìpínlẹ̀ Kano nítorí Gómìnà ìpínlẹ̀ Kano”	<pad> “Among the assistances is to train and recruit specialist teams from FMOH and infectious disease specialists from Irrua Specialist Hospital to join the expert team of the Ekiti state health service which has been working in Kano for the Kano Governor.</s>
1427	He said there will also be a good pool of experienced hands-on experts to support the leading role of Kano State in the response.	Gé̩gé̩ bi ìdáhùn, ó tún so̩ pé àwọn onímọ̀ onírìírí yóò pò̩ jaburata ní ìkàlè̩ láti kin àwo̩n òs̩ìs̩é̩ ìs̩áájú lé̩yìn ní ìpínlẹ̀ Kano.	<pad> As a response, he also said that some experts will be involved in the preparation of the next general elections in Kano state.</s>
1428	“An emergency medical team from FHOH has left Abuja with ambulances, five of which were kindly donated by FRSC, on their way to Kano to provide emergency response in view of movement restrictions arising from the lockdown.”	“E̩gbẹ́ oníṣègùn tó ń dáhùn ìpè pàjáwìrì lati FMOH ti kúrò ní Àbújá pẹ̀lú àwo̩n áḿbúlàǹsì, márùn-ún ni àjọ ẹ̀ṣọ́ ojú pópó (FRSC) fi to̩re̩, lọ́nà láti lọ sí ìpínlẹ̀ Kano fún ìdáhùn pàjáwìrì látàríi àṣẹ kónílégbélé.	<pad> “The medical response team from FMOH left Abuja with ambulances on March, the February Society for the Protection of the Face (FRSC) took over, on the way to Kano state for response to the outbreak under the emergency orders issued by the Federal Republic of Nigeria.</s>
1429	Dr Ehanire restated the need for health workers to stringently follow laid down standard infection prevention and control measures at all times and not to take risks.	Dókítà Ehanire tún sọ̀dí tí àwọn òṣìṣé ìlera ṣe gbọ́dọ̀ tẹ̀lé àwọn ìlànà ìpara-ẹni-mọ́ fún ààrùn ní gbogbo ìgbà, kí wọ́n máa sì fi ẹ̀mí wọn wéwu.	<pad> Dr. Ehanire also stressed the need for health workers to follow the infection control measures at all times and put their lives at risk.</s>
1430	“We cannot afford to lose the service of essential manpower at this time; every client should be treated with a high index of suspicion for COVID-19, but treat every client with fairness so that persons suffering from other ailments do not suffer neglect or treatment refusal.”	“A kò leè gbà láti pàdánù àwọn òṣìṣẹ́ pàtàkì nírú àkókò báyìí; gbogbo ènìyàn ni wọ́n gbọ́dọ̀ tó̩jú pẹ̀lú ìfura tó ga fún COVID-19 sùgbọ́n kí wọ́n tójú gbogbo ènìyàn láì s̩ojús̩àájú kí àwọn elòmíràn pẹ̀lú àìsàn má baà jìyà àìdásí tàbí kí wọ́n má tó̩jú wọn.”	"<pad> ""We can't afford to lose key staff at this time; everyone should be tested with high levels of care for COVID-19 but everyone should be tested without a referral so that others with the disease don't get neglected or treated.""</s>"
1431	“It is not ethical to turn clients away without, at least a medical advice, neither should a person in distress be refused care in emergency situation” he said.	Ó wípé, “Ó jẹ́ ohun àìdára láti lé àwọn ènìyàn lọ láìsí ìmọ̀ràn nípa ètò ìlera tàbí kí á fi ìtọ́jú du ẹni tí ó nílò ìtọ́jú ní pàjáwìrì.”	"<pad> He said, ""It is not good to leave people without advice about health plans or to take care of someone who needs it in an emergency.""</s>"
1432	--- Re-opening of schools not yet in view – Minister	--- S̩ís̩í àwo̩n ilé-è̩kó̩ kò tíì farahàn - Mínísítà	<pad> - The Ministry of Education has not yet announced the numbers of the schools.</s>
1433	The Minister of State for Education, Emeka Nwajiuba says he cannot for-see or immediately tell when schools will be reopened.	Mínísítà ìpínlẹ̣̀ fún ètò ẹ̣̀kọ̣́, Emeka Nwajiuba ní òun kò leè sọjọ́ tàbí ìgbà tí wọn yóò padà ṣí ilé-è̩kó̩.	<pad> The minister of education, Emeka Nwajiuba said he can't say when they will return to school.</s>
1434	The Minister also said re-opening of schools will be in tandem with President Muhammadu Buhari’s gradual ease of the lockdown put in place to curb the spread of COVID-19.	Mínísítà tẹ̣̀síwájú pé ṣíṣí àwọn ilé-è̩kó̩ yóò jẹ́ ní sísẹ̀-n-tẹ̀lé pẹ̀lú bí Ààrẹ Muhammadu Buhari ṣe ń gbẹ́sẹ̀ kúrò lórí àṣẹ kónílé–gbélé tí ó wà láti kápá ààrùn kòrónà.	<pad> The minister announced that the reopening of schools will be a follow-up to the President Muhammadu Buhari's decision to lift the lockdown order to curb coronavirus.</s>
1435	Nwajiuba who had earlier during the daily briefing said that the government is not ready to put the lives of children at risk, warned that no school should engage students except when a formal date of resumption is announced by the government.	Nwajiuba, nínú ọ̀rọ̀ rẹ̀ lójojúmọ́ ti sọ s̩áájú wípé ìjọ̣̣ba kò ṣetán láti fi ẹ̣̀mí àwọ̣̣̣̣n o̩mo̩ wéwu, ó wá kìlọ̀ wípé ilé-è̩kó̩ kọkan kò gbọdọ̀ bẹ̀rẹ̀ ètò ẹ̀kọ́ nílé-è̩kó̩ wọ̣̣n àyàfi ọjọ́ tí ìjọ̣̣ba bá kéde rẹ̀ pé kí ilé-è̩kó̩ wọlé.	<pad> Nwajiuba, in his speech yesterday, has said that the church is not prepared to give up on the lives of our children, and he warned that no school should start its educational program until the day the church has announced that the school can enter.</s>
1436	” In anyway none of these schools can function outside the society”.	“Ní kúkurú, kò sí èyíkèyí nínú àwo̩n ilé-è̩kó̩ yìí tó le s̩í lé̩yìn odi.	"<pad> ""Unfortunately, no one in these schools can go behind the door.</s>"
1437	The Minister also said that all entrance examinations that had been postponed will hold when the government is satisfied that the students have understood the syllabus as planned.	Mínísítà tún so̩ pé gbogbo àwọ̣̣n ìdánwò ìgbaniwọlé tí wọ́n ti sún síwájú ni yóò di ṣíṣe nígbà tí ìjọba bá ri dájú pé gbogbo ètò-ẹ̀kọ́ tí wó̩n gbékalè̩ ló yé àwọn akẹ́kọ̀ó̩.	<pad> The minister also said that all admission tests will be held when the government is sure that all the educational programs are suitable for students.</s>
1438	The Minister clarified that both the West African Examination Council for Senior School Students and other National Examinations including NABTEB are not cancelled but only postponed.	Mínísítà ṣe àlàyé pé ìdánwò àwọn akẹ́kọ̀ọ́ oníwèémẹwàá (WAEC) àti àwọn ìdánwò àpapọ̀ (NECO) pẹ̀lu NABTEB ni kò ì di fífagilé sùgbọ́n tí wó̩n sún síwájú.	<pad> The ministry said the examinations of the WAEC and NECO, as well as NABTEB, were not cancelled but in progress.</s>
1439	He acknowledged challenges in the deployment of the e-learning policy hence the engagement of the State Universal Basic Education Boards.	Ó sọ̀rọ̀ nípa ìpèníjà tí ẹ̀kọ́ orí ayélujára tí a ṣẹ̀ṣẹ̀ mú wọlé àti bí a ṣe mú ètò ẹ̀kọ́ gbogboogbò ní ìpínlẹ̀ lò.	<pad> He spoke about the impact of online education and how the statewide educational system was used.</s>
1440	According to him,” we know some are limited by access and the access is limited by device, some can only get on the continuation of their academic program via radio, some at the television level, some are using computer online system, so we are doing this in partnership with states meaning that every gap we intend to bridge as regards the education of these children nationwide, we had to pass through every state Governor through their SUBEBS”	Gẹ́gẹ́ bí ó ṣe sọ, “A mọ̀ wípé àwọn kan kò ni àǹfààní àti àìkò ní àǹfààní yìí nítorí àìkò ní ẹ̀rọ tó kún ojú òsùwọ̀n, àwọn kan le tẹsíwájú nínú ẹ̀kọ́ wọn lórí rédíò, àwọn kan lórí te̩lifís̩àn, àwọn kan sì ń lo ẹ̀rọ ayára-bí-àsá pẹ̀lú ayélujára, nítorí náà à ń ṣe èyí pẹ̀lú àjọṣiṣẹ́pọ̀ ìjọba ìpínlẹ, èyí túmọ̀ sí pé gbogbo àlàfo tí a fe̩ dí tó nííṣe pẹ̀lú ẹ̀kọ́ àwọn ọmọ jákèjádò orílẹ̀-èdè yìí, a nílò láti gba ọ̀dọ̀ Gómìnà ìpínlẹ̀ kọ̀ọ̀kan nípaṣè àjọ ẹ̀kọ́ alákọ̀ọ́bẹ̀rẹ̀ káríayé SUBEBS”	"<pad> According to him, ""We know that some don't have the opportunity and time to continue their education through this technology, some can continue their education on radio, some on television, some on the internet, so we are doing this with the cooperation of the state governments, that means that all our proposals regarding the education of the young people of this country will need to be approved by the governors of each state through SUBEBS.</s>"
1441	“Presently we have time table for 31 states out of 36 states, which means via Radio or T.v, teaching and learning are ongoing, these are time tables that suit each state but the federal government has only provided guideline via online content”	"""Ní báyìí a ti ní ètò ìlànà ẹ̣̀kọ̣́ fún àwọ̣̣n ìpínlẹ̀ mọ̣́kànlélọ̣́gbọ̀n nínú ìpínlẹ̀ mẹ̣̣́rìndínlógóji, èyí túmọ̀ sí wípé láti orí rédíò tàbí te̩lifís̩àn, ìkọ́ni àti ìkẹ́kọ̀ọ́ n lọ, èyí jẹ́ àwo̩n ìlànà ìkẹ́kò̩ọ́ tó dára fún ìpínlẹ kọ̀ọ̀kan sùgbọ́n ìjọba àpapọ̀ ti ṣe ìlànà láti orí ayélujára.”"	"<pad> Now we have a system of education for the 34 states, that is, from radio or television, instruction and education is going on, this is a good system of education for each state but the central government has made a system of education on the internet.""</s>"
1442	“Using these SUBEBs ,the same way we share their interventions with them is the same way this teaching and learning online content is been shared and the FG informed that they could use state media that is appropriate in their areas”. Nwajiuba said.	Nwajiuba sọ wípé “Lílo àwo̩n SUBEB, ọ̀nà tí à ń gbà momi o̩gbó̩n wo̩n ni a ṣe fi pín kíkọ́ àti mímọ̀ yìí lórí ẹ̀rọ ayélujára. Ìjọba àpapọ̀ sì sọ wípé wọ́n leè lo àwọn ilé-iṣẹ́ ìgbóhùn sáfẹ́fẹ́ ti ìpínlẹ̀ wo̩n tó dára fún un”.	"<pad> Nwajiuba said, ""We used SUBEB, the traditional method of recording their parents, to share this knowledge and information on the internet. The Federal Government also said that they can use their local radio stations that are best for them.""</s>"
1443	The Minister added that the COVID 19 pandemic has helped all stakeholders to retool and has also helped everybody to get on board.	Mínísítà s̩àfikún pé àjàkálẹ̀ ààrùn COVID-19 ti ran àwọn olókoòwò gbogbo lọ́wọ́ láti túnramú, ó sì ti ran ẹnìkọ̀ọ̀kan láti bọ́ sójú iṣẹ́.	<pad> The minister said that the COVID-19 pandemic has helped all managers rethink, and enabled everyone to return to their work.</s>
1444	Speaking on the Sustainability of the e-learning policy, the Minister said the government will further engage master teachers that will perfect the system that will transcend its use after the Coronavirus health challenge facing the world.	Nígbà tó ń sọ̀rọ̀ lórí ìmúdúró ẹ̀kọ́ lórí ayélujára, mínísítà sọ wípé ìjọba yóò túnbọ̀ ṣàmúlò àwọn olùkọ́ akọ́ṣẹ́mọṣẹ́ tí yóò ṣàṣepé ètò náà tí yóò leè mú u wúlò lẹ́yìn ìpèníjà ààrun kòrónà tó kojú àgbááyé.	<pad> When speaking about the suspension of online education, the minister said the government will rehire qualified teachers to support the program and resume it after the global outbreak of coronavirus.</s>
1445	Meanwhile the Education Secretariat of the Federal Capital Territory Administration FCTA, has issued a warning to some private Schools disseminating information to parents and students indicating the resumption of the 2019/2020 3rd term calendar online.	Bákan náà, ilé-iṣẹ́ ẹ̀kọ́ tó ń ṣàmójútó àwọn ilé-è̩kó̩ ní olú-ìlú FCTA, ṣe ìkìlọ̀ fún àwọn ilé-è̩kó̩ aládàáni tí wọ́n ń dájọ́ ìwọlé táàmù kẹta fún 2019/2020 lórí ẹ̀rọ ayélujára fún àwọn òbí àti akẹ́kọ̀ọ́.	<pad> Furthermore, the Federal Council for Teachers' Accreditation (FCTA) has warned poor schools that they are taking in the third term for 2019/2020 online for parents and students.</s>
1446	The FCTA Education Secretary, Umaru Marafa said in a statement released on Tuesday that no academic activities in all Schools in any form should commence until a notice to reopen is approved and conveyed by the Secretariat”	Akọ̀wé ilé-iṣẹ́ àjọ tó ń mójútó ilé-è̩kó̩, Umaru Marafa sọ nínú àtẹ̀jáde ọjọ́ ìṣẹ́gun wípé kò sí iṣẹ́ ìkẹ́kọ̀ọ́ kọ̀kan ní ilé-è̩kó̩ kọ̀ọ̀kan lọ́nàkọnà tó gbọ́dọ̀ bẹ̀rẹ̀ títí di ìgbà tí àṣẹ s̩ís̩í ilé ìwé bá jáde.	<pad> The spokesman for the National Council of Education, Umaru Marafa, said in a statement on Wednesday that no school work will start until the schools are reopened.</s>
1447	“The Implication of this is that when the Schools will be reopened, adequate notice of the fact that 2nd term was inconclusive will be factored into the academic calendar which will dovetail into the 3rd term accordingly. Any action taken otherwise is likely to negatively distort the academic calendar of the schools involved” Marafa said.	Marafa so̩ pé, “Ìtumò̩ èyí ni pé nígbà tí àwọn ilé-è̩kó̩ yóò bá di s̩ís̩í padà, ìfilọ̀ tí ó yé̩ ni yóò ti wà lórí táàmù kejì tí kò parí, àti ò̩nà àti runmó̩ táàmù kẹta bí ó ti yẹ. Ìgbésè̩ tó bá lòdì sí èyí ṣeéṣe kó kóbá ètò ẹ̀kọ́ àwọn ilé-è̩kó̩ tó kàn.	"<pad> Marafa said, ""This means that when the schools reopen, the offer will be on the second stage of the first phase, and the path and framework for the third stage as it should be. Any action against this could affect the education schedule of the schools affected.""</s>"
1448	School proprietors are therefore, advised to maintain the status quo and keep their schools closed and not re-open in any form while they await further directives from the FCTA.	Wó̩n ro̩ àwọn ọ̀gá ilé-è̩kó̩ aláàdáni láti sowé-agbéjé̩-mó̩wó̩ kí ilé-è̩kó̩ wò̩n sì wà látìpa, kí wọ́n má s̩e si ní ọ̀nàkọnà títí ìjò̩ba yóò fi sohun mìíràn.	<pad> They urged the head of the schools to prepare for the coming storm and ensure that their schools are safe, so that they don't have any traffic until the government decides to relocate.</s>
1449	Violators of this directive will face the full wrath of the law.	Àwọn tí wọ́n bá ṣe lòdì sí àṣẹ yìí yóò dojúkọ ìdájọ́ òfin pó̩nńbélé;	<pad> those who violate this order will face the full legal process</s>
1450	Marafa further disclosed that the FCTA Education Secretariat has concluded plans to introduce e-learning platforms to include lessons on radio and television channels to keep the students constructively engaged while the lockdown lasts.	Marafa tún sọ wípé ilé-iṣẹ́ ẹ̀kọ́ ìjọba àpapọ̀ ti parí gbogbo ètò láti leè mú ètò ẹ̀kọ́ lórí ayélujára w̩onú èto ẹ̀kọ́ yálà lóri rédíò tàbí te̩lifís̩àn kí àwọn akẹ́kọ̀ọ́ leè máa ṣiṣẹ́ nígbogbo ìgbà tí kónílé gbélé bá fiwà.	<pad> Marafa also said that the National Education Corporation had completed all plans to provide online and radio education programs so that students can work whenever they want while the coronavirus is out.</s>
1451	--- No private school must start work –  Minister FCT	--- Kò gbọ̣̣̣̣̣dọ̣̀ ṣí ilé-ìwé aládàáni kankan tó gbọ̣́dọ̣̀ bẹ̣̀rẹ̣̀ isẹ̣́ – Mínísítà FCT	<pad> No schools should start operating - FCT Minister</s>
1452	The Minister for the Federal capital territory (FCT), Alhaji Muhammad Musa Bello has warned the proprietors of private schools in Abuja that have started informing parents and students that very soon they will start work for the third term for the present 2019/2020 academic session, to be careful so that they will not face the wrath of government law.	Mínísítà fún olú-ìlú Nàìjíríà, Alhaji Muhammad Músá Bello ti ṣ̣èkìlọ̀ fún gbogbo àwọ̣̣n olùdarí ilé-ìwé aládàáni tó wà nílùú Àbújá tí wọ́n ti ń sọ̣̣ fún gbogbo àwọ̣̣n òbí àti akẹ̣̣́kọ̣̀ọ́ pé wọ̣̣n kò ní pẹ́ bẹ̣̀rẹ̣̀ iṣ̣ẹ́ láìpẹ̣́ fún sáà kẹ̣̣ta fún ti ọ̣dún 2019/2020 tí a wàyìí láti ṣ̣ọ̣̣́ra, kí wọ̣̣́n máa ba fojụ winá òfin ìjọ̣̣ba.	<pad> The Minister for Education, Alhaji Muhammad Musa Bello has warned all primary school principals in the state of Abija that they should not start their third semester without approval from the state government to avoid violating the state constitution.</s>
1453	Senior secretary for education in the federal capital territory, Umaru Marafa said this in a statement released on Tuesday that no academic activities in all Schools in any form should commence until a notice to reopen is approved and conveyed by the Secretariat”	Akọ̣̣̀wé àgbà fún ètò ẹ̣̣̀kọ́ nílùú Àbújá, Umaru Máráfá  ló sọ̣̣̀rọ̣̣̀ yíì nínú àtẹ̀jáde kan tí ó gbé jáde lọ̣̣́jọ́ ìṣ̣ẹ̣̣́gun pé ètò ẹ̣̣̀kọ́  kò ní tíì bẹ̣̣̀rẹ̀ nílé ìwé kankan tó wà nílùú Àbújá báyìí àyàfi ọjọ́ tí ilé-iṣ̣ẹ́  akọ̀wé àgbà fún ètò ẹ̣̣̀kọ́ bá fọ̣̣wọ̣̣́si.	<pad> The chief of education in Abuja, Umaru Marafa, said on Thursday that no school will start in any school in the state until the office of the chief of education is approved.</s>
1454	“We are appealing to private school proprietors to allow all their schools to remain closed, they must not try to open the school except there is a  notice or guideline from ministry of FCTA”	"""À ń rọ̣̣ gbogbo àwọ̣̣n olùdarí ilé-è̩kó̩ aládàáni láti jẹ́ kí ilé-è̩kó̩ wà ní títìpa, wọn kò gbọ̣̣̣dọ̣̣̀ gbìyànjú láti ṣí ilé-è̩kó̩ náà àfi tí àṣ̣ẹ̣̣ tàbí ìlànà bá wá láti ọ̀dọ̀ ilé-iṣ̣ẹ́ FCTA."""	"<pad> We urge all disabled school administrators to keep the school clean, and not attempt to shut down the school unless a directive or order is received from the FCTA Board of Directors.""</s>"
1455	All those that go against this rule shall face the wrath of law.	Gbogbo àwọ̣̣n tó bá tàpá ṣófin yìí ni yóò fojú winá òfin ìjọ̣̣ba.	<pad> Everyone who opposes this bill will be violating the church's law.</s>
1456	Marafa continued that Ministry of FCTA in charge of education has planned to start teaching by using the knowledge of internet, the use of television to teach the students in the period of lockdown.	Máràfá tẹ̀síwájú pé ilé-iṣ̣ẹ́ FCTA tí ó ń mójútó ètò ẹ̣̀kọ́ ti s̩e ètò láti bẹ̀rẹ̀ ètò ẹ̀kọ́ nípa lílo ìmọ̀ ayélujára, àti s̩ís̩e àmúlò te̩lifís̩àn láti fi kọ̣́ àwọn akẹ́kọ̀ọ́ ní àkókò kónílé-gbélé.	<pad> FCTA, the agency that manages the education programme, has decided to start an online education and use television to teach students in the evening hours.</s>
1457	--- FULL TEXT OF PRESIDENT MUHAMMADU BUHARI’S NATIONWIDE BROADCAST	--- Ọ̀RỌ̀ ÀÀRẸ MUHAMMADU BUHARI LÓRI TE̩LIFÍS̩ÀN SỌ́MỌ NÀÌJÍRÍÀ	<pad> Muhammadu Buhari during his televised address to the nation on Sunday.</s>
